response_id,best_experience_group_1,worst_experience_group_1,best_experience_group_2,worst_experience_group_2,best_experience_group_3,worst_experience_group_3,best_experience_group_4,worst_experience_group_4,best_experience_group_5,worst_experience_group_5,best_experience_group_6,worst_experience_group_6
1201,Preparing for work and commuting,Preparing for work and commuting,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1202,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1203,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1204,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1205,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1206,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1207,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1208,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1209,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1210,Preparing for work and commuting,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My work-life balance,My work-life balance,The number of hours  I work,My mental wellbeing,My opportunities to socialise
