response_id,preferred_remote_time_after_covid,employer_encourage_remote_future,employer_support_remote_future,remote_work_choice_future,remote_productivity,commute_hours_office,work_hours_office,personal_family_hours_office,caring_hours_office,commute_hours_remote,work_hours_remote,personal_family_hours_remote,caring_hours_remote
517,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7,2,1,0,7.5,3,2
518,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7,2,1,0,7.5,3,2
519,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7,2,1,0,7.5,3,2
520,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7,2,1,0,7.5,3,2
521,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.35,2,1,0,7.5,3,2
522,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
523,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
524,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
525,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
526,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
527,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
528,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
529,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
530,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
531,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
532,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
533,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
534,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
535,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
536,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
537,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
538,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
539,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% less productive when working remotely,1,7.5,2,1,0,7.5,3,2
540,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
541,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
542,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
543,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
544,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
545,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
546,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
547,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
548,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
549,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.5,3,2
550,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.6,3,2
551,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.6,3,2
552,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.6,3,2
553,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.66,3,2
554,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2,1,0,7.75,3,2
555,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,7.9,3,2
556,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
557,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
558,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
559,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
560,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
561,70%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
562,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
563,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,2.5,1,0,8,3,2
564,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
565,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
566,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
567,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
568,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
569,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
570,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
571,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
572,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
573,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
574,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
575,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
576,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
577,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
578,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
579,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
580,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1,0,8,3,2
581,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.3,0,8,3,2
582,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
583,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
584,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
585,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
586,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
587,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
588,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
589,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
590,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
591,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
592,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
593,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
594,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
595,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
596,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
597,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
598,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
599,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
600,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
601,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
602,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
603,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
604,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
605,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,1.5,0,8,3,2
606,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,2,0,8,3,2
607,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,2,0,8,3,2
608,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.5,3,2,0,8,3,2
609,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.6,3,2,0,8,3,2
610,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.6,3,2,0,8,3,2
611,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.6,3,2,0,8,3,2
612,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.6,3,2,0,8,3,2
613,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.66,3,2,0,8,3,2
614,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.75,3,2,0,8,3,2
615,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,7.75,3,2,0,8,3.5,2
616,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
617,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
618,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
619,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
620,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
621,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
622,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
623,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
624,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
625,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
626,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
627,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
628,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
629,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
630,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,3.5,2
631,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
632,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
633,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
634,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
635,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
636,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
637,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
638,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
639,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
640,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
641,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
642,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
643,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
644,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
645,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
646,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
647,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
648,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
649,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
650,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
651,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
652,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
653,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
654,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
655,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
656,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
657,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
658,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
659,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
660,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
661,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
662,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
663,80%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 30% more productive when working remotely,1,8,3,2,0,8,4,2
