response_id,birth_year,gender,industry,industry_detail,occupation,occupation_detail,company_size,is_manager,household_type,job_tenure,region_type
1021,1968,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
91,1992,Male,Manufacturing,Polymer Product and Rubber Product Manufacturing,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
256,1988,Female,Other Services,Personal and Other Services,Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
435,1983,Male,"Electricity, Gas, Water and Waste Services","Water Supply, Sewerage and Drainage Services",Technicians and trades ,"Engineering, ICT and Science Technicians",Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
849,1972,Male,Manufacturing,Wood Product Manufacturing,Clerical and administrative ,General Clerical ,Between 5 and 19,No,Couple with dependent children,Between 6 and 12 months,Metro
454,1983,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1222,1963,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Inquiry Clerks and Receptionists,Between 5 and 19,No,Couple with dependent children,Between 6 and 12 months,Metro
1376,1959,Male,Other Services,Personal and Other Services,Labourers,Other Labourers,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
798,1973,Male,Manufacturing,"Textile, Leather, Clothing and Footwear Manufacturing",Clerical and administrative ,Personal Assistants and Secretaries,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1061,1966,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Sales ,Sales Representatives and Agents,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
175,1990,Male,Construction,Building Construction,Sales ,Sales Support ,Between 5 and 19,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1035,1967,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,Between 5 and 19,No,Couple with dependent children,Between 6 and 12 months,Metro
1365,1959,Male,Information Media and Telecommunications,Broadcasting (except Internet),Managers,"Chief Executives, General Managers and Legislators",More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro
76,1994,Male,Construction,Building Construction,Managers,Farmers and Farm Managers,More than 200,NA,Couple with dependent children,Between 6 and 12 months,Metro
211,1989,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,General Clerical ,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
482,1982,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
265,1987,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro
949,1970,Male,"Electricity, Gas, Water and Waste Services",Electricity Supply,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro
371,1985,Male,Financial and Insurance Services,Finance,Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro
955,1969,Male,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro
677,1977,Male,Construction,Construction Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
773,1974,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1318,1960,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
621,1978,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
918,1970,Male,Education and Training,Tertiary Education,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro
131,1991,Male,Other Services,Personal and Other Services,Professionals,"Legal, Social and Welfare Professionals",Between 1 and 4,No,Couple with no dependent children,Between 6 and 12 months,Metro
359,1985,Female,Wholesale Trade,Machinery and Equipment Wholesaling,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
55,1995,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
242,1988,Male,Information Media and Telecommunications,Internet Publishing and Broadcasting,Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
323,1986,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Metro
554,1980,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Technicians and trades ,Electrotechnology and Telecommunications Trades ,Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
236,1988,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Metro
6,2000,Female,Education and Training,"Adult, Community and Other Education",Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
856,1972,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Metro
259,1988,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Office Managers and Program Administrators,Between 20 and 199,No,Couple with no dependent children,Between 6 and 12 months,Metro
11,2000,Male,Manufacturing,Food Product Manufacturing,Sales ,Sales Support ,Between 20 and 199,NA,Couple with no dependent children,Between 6 and 12 months,Metro
179,1990,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
401,1984,Male,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),Professionals,Arts and Media Professionals,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
715,1976,Male,Wholesale Trade,Machinery and Equipment Wholesaling,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1006,1968,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
472,1982,Female,Information Media and Telecommunications,Telecommunications Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,No,Couple with no dependent children,Between 6 and 12 months,Metro
166,1990,Female,Manufacturing,Furniture and Other Manufacturing,Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,No,Couple with no dependent children,Between 6 and 12 months,Metro
297,1987,Female,"Electricity, Gas, Water and Waste Services","Water Supply, Sewerage and Drainage Services",Professionals,Education Professionals,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1503,1955,Female,"Transport, Postal and Warehousing",Warehousing and Storage Services,Clerical and administrative ,Office Managers and Program Administrators,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
808,1973,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 5 and 19,No,Couple with no dependent children,Between 6 and 12 months,Metro
387,1985,Male,Retail Trade,Fuel Retailing,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
41,1995,Female,Other Services,Personal and Other Services,Professionals,Arts and Media Professionals,I am the only employee,No,Couple with no dependent children,Between 6 and 12 months,Metro
40,1995,Female,Education and Training,Preschool and School Education,Professionals,Arts and Media Professionals,More than 200,No,Couple with no dependent children,Between 6 and 12 months,Metro
507,1981,Male,Administrative and Support Services,Administrative Services,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,Between 6 and 12 months,Metro
