response_id,most_significant_barrier_1,least_significant_barrier_1,most_significant_barrier_2,least_significant_barrier_2,most_significant_barrier_3,least_significant_barrier_3,most_significant_barrier_4,least_significant_barrier_4,most_significant_barrier_5,least_significant_barrier_5,most_significant_barrier_6,least_significant_barrier_6,most_significant_barrier_7,least_significant_barrier_7,most_significant_barrier_8,least_significant_barrier_8,most_significant_barrier_9,least_significant_barrier_9,most_significant_barrier_10,least_significant_barrier_10
315,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
316,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
317,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
318,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
319,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
320,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
321,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
322,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
323,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
324,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
325,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
326,Connectivity (internet connection),Caring responsibilities,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,My organisation's software and systems
