response_id,remote_work_time_last_year,org_encouraged_remote_last_year,org_prepared_remote_last_year,remote_common_last_year,remote_permission_last_year,remote_collaboration_last_year,recommend_remote_last_year,preferred_remote_time_last_year,remote_work_time_last_3_months,org_encouraged_remote_3_months,org_prepared_remote_3_months,remote_common_3_months,remote_permission_3_months
553,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
554,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
555,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
556,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
557,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
558,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
559,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
560,40%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
561,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,80%,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree
562,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,80%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
563,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,80%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
564,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,80%,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree
565,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,80%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
566,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,80%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
567,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree
568,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
569,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
570,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
571,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
572,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
573,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
574,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
575,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
576,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
577,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
578,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
579,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
580,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
581,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
582,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
583,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
584,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree
585,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
586,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
587,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
588,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
589,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
590,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
591,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
592,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,NA,NA
593,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
594,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
595,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
596,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
597,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
598,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
599,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
600,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
601,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
602,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
603,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
604,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree
605,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
606,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
607,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree
608,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
609,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
610,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
611,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
612,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
613,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
614,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
615,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
616,60%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
617,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
618,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
619,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
620,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
621,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
622,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
623,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
624,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
625,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree
626,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,60%,90%,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree
627,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree
628,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
629,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
630,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
631,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
632,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
633,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
634,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
635,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
636,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree
637,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
638,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
639,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
640,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
641,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree
642,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree
643,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree
644,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree
645,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
646,70%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,90%,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
